"Nome Universo";"Data Atualização Dados";"UF";"Localidade";"UO (Cod)";"UO";"Funcional";"Ação + Subtítulo";"Esfera (Cod)";"GND (Cod)";"Mod. Aplic.(Cod)";"Emenda";"Autor";"Autor (UF)";"Partido";"PL";"Acréscimos Autógrafo";"Parecer Emendas";"Dotação Inicial";"Autorizado";"Empenhado";"Liquidado";"Pago";"RP Não-Proc Pago";"RP Proc Pago";"RP Não-Proc Inscrito";"RP Proc Inscrito";"UO (Cod/Desc)";"Autor (Tipo)"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"AMÉLIA RODRIGUES";"36901";"FUNDO NACIONAL DE SAÚDE";"10.302.2015.8535.1937";"ESTRUTURAÇÃO DE UNIDADES DE ATENÇÃO ESPECIALIZADA EM SAÚDE - NO MUNICÍPIO DE AMÉLIA RODRIGUES - BA";"S";"4";"40";"26010019";"MÁRCIO MARINHO";"BA";"PRB";"0";"300000";"600000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"36901 - FUNDO NACIONAL DE SAÚDE";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"AMÉLIA RODRIGUES";"36901";"FUNDO NACIONAL DE SAÚDE";"10.302.2015.8535.1937";"ESTRUTURAÇÃO DE UNIDADES DE ATENÇÃO ESPECIALIZADA EM SAÚDE - NO MUNICÍPIO DE AMÉLIA RODRIGUES - BA";"S";"4";"41";"26010019";"MÁRCIO MARINHO";"BA";"PRB";"0";"";"";"300000";"241850";"0";"0";"0";"0";"0";"0";"0";"36901 - FUNDO NACIONAL DE SAÚDE";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"ANTÔNIO CARDOSO";"36901";"FUNDO NACIONAL DE SAÚDE";"10.301.2015.8581.1945";"ESTRUTURAÇÃO DA REDE DE SERVIÇOS DE ATENÇÃO BÁSICA DE SAÚDE - NO MUNICÍPIO DE ANTÔNIO CARDOSO - BA";"S";"4";"40";"23790022";"JOÃO DURVAL";"BA";"PDT";"0";"300000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"36901 - FUNDO NACIONAL DE SAÚDE";"SENADOR"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"APORÁ";"36211";"FUNDAÇÃO NACIONAL DE SAÚDE";"10.512.2068.7652.1947";"IMPLANTAÇÃO DE MELHORIAS SANITÁRIAS DOMICILIARES PARA PREVENÇÃO E CONTROLE DE DOENÇAS E AGRAVOS - NO MUNICÍPIO DE APORÁ - BA";"S";"4";"40";"27470012";"LUIZ ARGÔLO";"BA";"SD";"0";"250000";"750000";"250000";"250000";"0";"0";"0";"0";"0";"0";"0";"36211 - FUNDAÇÃO NACIONAL DE SAÚDE";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"APORÁ";"56101";"MINISTÉRIO DAS CIDADES";"15.451.2054.1D73.1947";"APOIO À POLÍTICA NACIONAL DE DESENVOLVIMENTO URBANO - NO MUNICÍPIO DE APORÁ - BA";"F";"4";"40";"35640002";"NELSON PELLEGRINO";"BA";"PT";"0";"500000";"3000000";"493100";"493100";"0";"0";"0";"207270";"0";"592000";"0";"56101 - MINISTÉRIO DAS CIDADES";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"APORÁ";"56101";"MINISTÉRIO DAS CIDADES";"15.451.2054.1D73.1947";"APOIO À POLÍTICA NACIONAL DE DESENVOLVIMENTO URBANO - NO MUNICÍPIO DE APORÁ - BA";"F";"4";"90";"35640002";"NELSON PELLEGRINO";"BA";"PT";"0";"";"";"6900";"6900";"6900";"0";"0";"0";"0";"8000";"0";"56101 - MINISTÉRIO DAS CIDADES";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"ARACATU";"51101";"MINISTÉRIO DO ESPORTE";"27.812.2035.5450.1949";"IMPLANTAÇÃO E MODERNIZAÇÃO DE INFRAESTRUTURA PARA ESPORTE EDUCACIONAL, RECREATIVO E DE LAZER - NO MUNICÍPIO DE ARACATU - BA";"F";"4";"40";"24710006";"SÉRGIO BRITO";"BA";"PSD";"0";"750000";"3000000";"732500";"732500";"682500";"0";"0";"0";"0";"0";"0";"51101 - MINISTÉRIO DO ESPORTE";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"ARACATU";"51101";"MINISTÉRIO DO ESPORTE";"27.812.2035.5450.1949";"IMPLANTAÇÃO E MODERNIZAÇÃO DE INFRAESTRUTURA PARA ESPORTE EDUCACIONAL, RECREATIVO E DE LAZER - NO MUNICÍPIO DE ARACATU - BA";"F";"4";"90";"24710006";"SÉRGIO BRITO";"BA";"PSD";"0";"";"";"17500";"17500";"17500";"0";"0";"0";"0";"0";"0";"51101 - MINISTÉRIO DO ESPORTE";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"ARACI";"36901";"FUNDO NACIONAL DE SAÚDE";"10.301.2015.8581.1951";"ESTRUTURAÇÃO DA REDE DE SERVIÇOS DE ATENÇÃO BÁSICA DE SAÚDE - NO MUNICÍPIO DE ARACI - BA";"S";"3";"40";"27400016";"EDSON PIMENTA";"BA";"PSD";"0";"1500000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"36901 - FUNDO NACIONAL DE SAÚDE";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"ARACI";"36901";"FUNDO NACIONAL DE SAÚDE";"10.301.2015.8581.1951";"ESTRUTURAÇÃO DA REDE DE SERVIÇOS DE ATENÇÃO BÁSICA DE SAÚDE - NO MUNICÍPIO DE ARACI - BA";"S";"4";"40";"27400016";"EDSON PIMENTA";"BA";"PSD";"0";"500000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"36901 - FUNDO NACIONAL DE SAÚDE";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"ARAMARI";"36211";"FUNDAÇÃO NACIONAL DE SAÚDE";"10.512.2068.7652.1952";"IMPLANTAÇÃO DE MELHORIAS SANITÁRIAS DOMICILIARES PARA PREVENÇÃO E CONTROLE DE DOENÇAS E AGRAVOS - NO MUNICÍPIO DE ARAMARI - BA";"S";"4";"40";"27470013";"LUIZ ARGÔLO";"BA";"SD";"0";"700000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"36211 - FUNDAÇÃO NACIONAL DE SAÚDE";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"ARAMARI";"36211";"FUNDAÇÃO NACIONAL DE SAÚDE";"10.512.2068.7652.1952";"IMPLANTAÇÃO DE MELHORIAS SANITÁRIAS DOMICILIARES PARA PREVENÇÃO E CONTROLE DE DOENÇAS E AGRAVOS - NO MUNICÍPIO DE ARAMARI - BA";"S";"4";"40";"27470014";"LUIZ ARGÔLO";"BA";"SD";"0";"700000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"36211 - FUNDAÇÃO NACIONAL DE SAÚDE";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"ARAMARI";"36211";"FUNDAÇÃO NACIONAL DE SAÚDE";"10.512.2068.7652.1952";"IMPLANTAÇÃO DE MELHORIAS SANITÁRIAS DOMICILIARES PARA PREVENÇÃO E CONTROLE DE DOENÇAS E AGRAVOS - NO MUNICÍPIO DE ARAMARI - BA";"S";"4";"40";"27470015";"LUIZ ARGÔLO";"BA";"SD";"0";"600000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"36211 - FUNDAÇÃO NACIONAL DE SAÚDE";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"ARAMARI";"53101";"MINISTÉRIO DA INTEGRAÇÃO NACIONAL";"15.244.2029.7K66.1952";"APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTÁVEL LOCAL INTEGRADO - NO MUNICÍPIO DE ARAMARI - BA";"F";"4";"40";"27470006";"LUIZ ARGÔLO";"BA";"SD";"0";"1500000";"6000000";"1500000";"1500000";"1000000";"0";"0";"0";"0";"0";"0";"53101 - MINISTÉRIO DA INTEGRAÇÃO NACIONAL";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"ARAMARI";"54101";"MINISTÉRIO DO TURISMO";"23.695.2076.10V0.1952";"APOIO A PROJETOS DE INFRAESTRUTURA TURÍSTICA - NO MUNICÍPIO DE ARAMARI - BA";"F";"4";"40";"27470007";"LUIZ ARGÔLO";"BA";"SD";"0";"312300";"936900";"312300";"312300";"0";"0";"0";"0";"0";"0";"0";"54101 - MINISTÉRIO DO TURISMO";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"22101";"MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO";"20.606.2014.213S.0029";"ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL PARA O PRODUTOR RURAL - NO ESTADO DA BAHIA";"F";"4";"40";"81001952";"RELATOR GERAL";"NÃO INFORMADO";"S/PARTIDO";"0";"3000000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"22101 - MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO";"RELATOR GERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"22101";"MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO";"20.608.2014.20ZV.0029";"FOMENTO AO SETOR AGROPECUÁRIO - NO ESTADO DA BAHIA";"F";"3";"40";"12700005";"JOÃO CARLOS BACELAR";"BA";"PR";"0";"";"";"0";"0";"0";"0";"0";"341250";"0";"0";"0";"22101 - MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"22101";"MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO";"20.608.2014.20ZV.0029";"FOMENTO AO SETOR AGROPECUÁRIO - NO ESTADO DA BAHIA";"F";"3";"40";"13550001";"JOSÉ CARLOS ARAÚJO";"BA";"PSD";"0";"";"";"0";"0";"0";"0";"0";"341250";"0";"0";"0";"22101 - MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"22101";"MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO";"20.608.2014.20ZV.0029";"FOMENTO AO SETOR AGROPECUÁRIO - NO ESTADO DA BAHIA";"F";"3";"40";"13620001";"JOSIAS GOMES";"BA";"PT";"0";"";"";"0";"0";"0";"0";"0";"341250";"0";"0";"0";"22101 - MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"22101";"MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO";"20.608.2014.20ZV.0029";"FOMENTO AO SETOR AGROPECUÁRIO - NO ESTADO DA BAHIA";"F";"3";"40";"27390005";"ARTHUR OLIVEIRA MAIA";"BA";"SD";"0";"";"";"0";"0";"0";"0";"0";"341250";"0";"0";"0";"22101 - MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"22101";"MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO";"20.608.2014.20ZV.0029";"FOMENTO AO SETOR AGROPECUÁRIO - NO ESTADO DA BAHIA";"F";"3";"40";"27430009";"FERNANDO TORRES";"BA";"PSD";"0";"";"";"0";"0";"0";"0";"0";"341250";"0";"0";"0";"22101 - MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"22101";"MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO";"20.608.2014.20ZV.0029";"FOMENTO AO SETOR AGROPECUÁRIO - NO ESTADO DA BAHIA";"F";"3";"40";"27450001";"JOSÉ NUNES";"BA";"PSD";"0";"";"";"0";"0";"0";"0";"0";"341250";"0";"0";"0";"22101 - MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"22101";"MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO";"20.608.2014.20ZV.0029";"FOMENTO AO SETOR AGROPECUÁRIO - NO ESTADO DA BAHIA";"F";"3";"40";"27460001";"LUCIO VIEIRA LIMA";"BA";"PMDB";"0";"";"";"0";"0";"0";"0";"0";"341250";"0";"0";"0";"22101 - MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"22101";"MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO";"20.608.2014.20ZV.0029";"FOMENTO AO SETOR AGROPECUÁRIO - NO ESTADO DA BAHIA";"F";"3";"40";"32620005";"JOSÉ ROCHA";"BA";"PR";"0";"";"";"0";"0";"0";"0";"0";"341250";"0";"0";"0";"22101 - MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"22101";"MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO";"20.608.2014.20ZV.0029";"FOMENTO AO SETOR AGROPECUÁRIO - NO ESTADO DA BAHIA";"F";"3";"40";"81000354";"RELATOR GERAL";"NÃO INFORMADO";"S/PARTIDO";"0";"";"";"0";"0";"0";"0";"0";"341250";"0";"0";"0";"22101 - MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO";"RELATOR GERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"22101";"MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO";"20.608.2014.20ZV.0029";"FOMENTO AO SETOR AGROPECUÁRIO - NO ESTADO DA BAHIA";"F";"3";"40";"81002151";"RELATOR GERAL";"NÃO INFORMADO";"S/PARTIDO";"0";"";"";"0";"0";"0";"0";"0";"341250";"0";"0";"0";"22101 - MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO";"RELATOR GERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"22101";"MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO";"20.608.2014.20ZV.0029";"FOMENTO AO SETOR AGROPECUÁRIO - NO ESTADO DA BAHIA";"F";"3";"50";"12700005";"JOÃO CARLOS BACELAR";"BA";"PR";"0";"";"200000";"100000";"100000";"0";"0";"0";"0";"0";"0";"0";"22101 - MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"22101";"MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO";"20.608.2014.20ZV.0029";"FOMENTO AO SETOR AGROPECUÁRIO - NO ESTADO DA BAHIA";"F";"3";"50";"13550001";"JOSÉ CARLOS ARAÚJO";"BA";"PSD";"0";"";"200000";"100000";"100000";"0";"0";"0";"0";"0";"0";"0";"22101 - MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"22101";"MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO";"20.608.2014.20ZV.0029";"FOMENTO AO SETOR AGROPECUÁRIO - NO ESTADO DA BAHIA";"F";"3";"50";"13620001";"JOSIAS GOMES";"BA";"PT";"0";"";"200000";"100000";"100000";"0";"0";"0";"0";"0";"0";"0";"22101 - MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"22101";"MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO";"20.608.2014.20ZV.0029";"FOMENTO AO SETOR AGROPECUÁRIO - NO ESTADO DA BAHIA";"F";"3";"50";"27390005";"ARTHUR OLIVEIRA MAIA";"BA";"SD";"0";"";"200000";"100000";"100000";"0";"0";"0";"0";"0";"0";"0";"22101 - MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"22101";"MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO";"20.608.2014.20ZV.0029";"FOMENTO AO SETOR AGROPECUÁRIO - NO ESTADO DA BAHIA";"F";"3";"50";"27430009";"FERNANDO TORRES";"BA";"PSD";"0";"";"200000";"100000";"100000";"0";"0";"0";"0";"0";"0";"0";"22101 - MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"22101";"MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO";"20.608.2014.20ZV.0029";"FOMENTO AO SETOR AGROPECUÁRIO - NO ESTADO DA BAHIA";"F";"3";"50";"27450001";"JOSÉ NUNES";"BA";"PSD";"0";"";"200000";"100000";"100000";"0";"0";"0";"0";"0";"0";"0";"22101 - MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"22101";"MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO";"20.608.2014.20ZV.0029";"FOMENTO AO SETOR AGROPECUÁRIO - NO ESTADO DA BAHIA";"F";"3";"50";"27460001";"LUCIO VIEIRA LIMA";"BA";"PMDB";"0";"";"200000";"100000";"100000";"0";"0";"0";"0";"0";"0";"0";"22101 - MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"22101";"MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO";"20.608.2014.20ZV.0029";"FOMENTO AO SETOR AGROPECUÁRIO - NO ESTADO DA BAHIA";"F";"3";"50";"32620005";"JOSÉ ROCHA";"BA";"PR";"0";"";"200000";"100000";"100000";"0";"0";"0";"0";"0";"0";"0";"22101 - MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"22101";"MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO";"20.608.2014.20ZV.0029";"FOMENTO AO SETOR AGROPECUÁRIO - NO ESTADO DA BAHIA";"F";"3";"50";"81000354";"RELATOR GERAL";"NÃO INFORMADO";"S/PARTIDO";"0";"100000";"200000";"100000";"100000";"0";"0";"0";"0";"0";"0";"0";"22101 - MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO";"RELATOR GERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"22101";"MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO";"20.608.2014.20ZV.0029";"FOMENTO AO SETOR AGROPECUÁRIO - NO ESTADO DA BAHIA";"F";"3";"50";"81002151";"RELATOR GERAL";"NÃO INFORMADO";"S/PARTIDO";"0";"";"200000";"100000";"100000";"0";"0";"0";"0";"0";"0";"0";"22101 - MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO";"RELATOR GERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"22101";"MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO";"20.608.2014.20ZV.0029";"FOMENTO AO SETOR AGROPECUÁRIO - NO ESTADO DA BAHIA";"F";"3";"90";"12700005";"JOÃO CARLOS BACELAR";"BA";"PR";"0";"";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"22101 - MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"22101";"MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO";"20.608.2014.20ZV.0029";"FOMENTO AO SETOR AGROPECUÁRIO - NO ESTADO DA BAHIA";"F";"3";"90";"13550001";"JOSÉ CARLOS ARAÚJO";"BA";"PSD";"0";"";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"22101 - MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"22101";"MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO";"20.608.2014.20ZV.0029";"FOMENTO AO SETOR AGROPECUÁRIO - NO ESTADO DA BAHIA";"F";"3";"90";"13620001";"JOSIAS GOMES";"BA";"PT";"0";"";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"22101 - MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"22101";"MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO";"20.608.2014.20ZV.0029";"FOMENTO AO SETOR AGROPECUÁRIO - NO ESTADO DA BAHIA";"F";"3";"90";"27390005";"ARTHUR OLIVEIRA MAIA";"BA";"SD";"0";"";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"22101 - MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"22101";"MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO";"20.608.2014.20ZV.0029";"FOMENTO AO SETOR AGROPECUÁRIO - NO ESTADO DA BAHIA";"F";"3";"90";"27430009";"FERNANDO TORRES";"BA";"PSD";"0";"";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"22101 - MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"22101";"MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO";"20.608.2014.20ZV.0029";"FOMENTO AO SETOR AGROPECUÁRIO - NO ESTADO DA BAHIA";"F";"3";"90";"27450001";"JOSÉ NUNES";"BA";"PSD";"0";"";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"22101 - MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"22101";"MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO";"20.608.2014.20ZV.0029";"FOMENTO AO SETOR AGROPECUÁRIO - NO ESTADO DA BAHIA";"F";"3";"90";"27460001";"LUCIO VIEIRA LIMA";"BA";"PMDB";"0";"";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"22101 - MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"22101";"MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO";"20.608.2014.20ZV.0029";"FOMENTO AO SETOR AGROPECUÁRIO - NO ESTADO DA BAHIA";"F";"3";"90";"32620005";"JOSÉ ROCHA";"BA";"PR";"0";"";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"22101 - MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"22101";"MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO";"20.608.2014.20ZV.0029";"FOMENTO AO SETOR AGROPECUÁRIO - NO ESTADO DA BAHIA";"F";"3";"90";"81000354";"RELATOR GERAL";"NÃO INFORMADO";"S/PARTIDO";"0";"";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"22101 - MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO";"RELATOR GERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"22101";"MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO";"20.608.2014.20ZV.0029";"FOMENTO AO SETOR AGROPECUÁRIO - NO ESTADO DA BAHIA";"F";"3";"90";"81002151";"RELATOR GERAL";"NÃO INFORMADO";"S/PARTIDO";"0";"";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"22101 - MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO";"RELATOR GERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"22101";"MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO";"20.608.2014.20ZV.0029";"FOMENTO AO SETOR AGROPECUÁRIO - NO ESTADO DA BAHIA";"F";"4";"30";"12700005";"JOÃO CARLOS BACELAR";"BA";"PR";"0";"";"14905440";"2684430";"2684430";"1121250";"0";"0";"864500";"1080222.6";"1106019.04";"1164240";"22101 - MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO";"DEPUTADO FEDERAL"
"LOA2015 - Despesa Execução";"2015/12/31 00:00:00";"BA";"BAHIA (ESTADO)";"22101";"MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO";"20.608.2014.20ZV.0029";"FOMENTO AO SETOR AGROPECUÁRIO - NO ESTADO DA BAHIA";"F";"4";"30";"13550001";"JOSÉ CARLOS ARAÚJO";"BA";"PSD";"0";"";"14905440";"2684430";"2684430";"1121250";"0";"0";"864500";"1080222.6";"1106019.04";"1164240";"22101 - MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO";"DEPUTADO FEDERAL"
